business_id,score,date
94033,100,20150615
89763,100,20151106
89763,100,20150408
69638,96,20151229
69638,97,20150625
74907,98,20160119
74907,100,20150713
92754,100,20151210
92754,100,20150417
92754,96,20150403
30960,100,20151119
30960,100,20150604
61875,99,20160205
61875,99,20150814
61875,96,20150307
88313,98,20151106
88313,100,20150330
97512,99,20151223
97512,97,20150626
97512,100,20150529
84101,100,20151027
84101,97,20150422
30961,99,20151210
30961,99,20150611
30961,98,20150210
30963,96,20150930
30963,98,20150401
38432,97,20150921
38432,97,20150407
97511,100,20151125
97511,100,20150608
30965,100,20160318
30965,99,20150820
95185,100,20151203
95185,100,20150609
79860,100,20151202
79860,100,20150617
78681,100,20151105
78681,100,20150601
70999,100,20160219
30966,99,20160119
30966,99,20150820
42866,100,20160318
42866,99,20160311
42866,98,20150908
37333,98,20160202
37333,95,20160114
37333,99,20150818
37333,99,20150225
88366,100,20151230
88366,100,20150630
75514,99,20150901
75514,99,20150310
75632,100,20151207
75632,98,20150625
54282,99,20151020
54282,99,20150415
86161,98,20151105
86161,98,20150629
86955,100,20151210
86955,93,20150611
86955,98,20150611
95452,96,20151201
95452,100,20150701
95452,93,20150617
30978,100,20151111
30978,99,20150617
31021,94,20160222
31021,89,20150909
31021,94,20150909
31021,90,20150313
31021,95,20150313
63584,98,20160205
63584,98,20150831
63584,95,20150717
63275,97,20160107
63275,98,20150709
75722,98,20151103
75722,96,20150422
47139,99,20151202
47139,97,20150521
65981,97,20151026
65981,100,20150922
30990,100,20160225
30990,100,20150903
30990,100,20150223
87125,100,20151223
87125,100,20150611
30995,99,20151119
30995,98,20150512
31491,88,20151008
31491,97,20151008
31491,92,20150422
31491,97,20150422
31494,93,20151124
31494,97,20151124
31494,90,20150529
31494,95,20150529
62056,98,20151124
62056,97,20150622
31615,100,20151230
31615,100,20150630
32515,81,20150928
32515,91,20150928
32515,92,20150409
68414,100,20151214
68414,100,20150528
95605,95,20160216
95605,92,20150803
49294,100,20150721
31171,100,20151222
31171,96,20150622
31171,99,20150622
69642,100,20151223
69642,100,20150611
31006,100,20160204
31006,99,20150923
31006,98,20150213
62841,100,20160322
62841,100,20150921
62841,100,20150402
31008,91,20151105
31008,100,20151105
31008,95,20150420
47340,96,20160324
47340,99,20151016
47340,99,20150407
66585,98,20160113
66585,100,20150707
64029,100,20151020
64029,100,20150511
96559,100,20151027
96559,100,20150506
31016,98,20151214
31016,100,20150320
53940,100,20150917
53940,100,20150327
61333,97,20151118
61333,99,20150508
62159,98,20151109
62159,99,20150507
66256,98,20160112
66256,96,20150730
56132,99,20151125
56132,96,20150526
32440,95,20160314
32440,96,20151102
32440,96,20150430
31018,100,20160107
31018,100,20150713
69332,97,20151020
69332,98,20150415
72277,100,20151229
72277,100,20150616
90402,96,20151013
90402,100,20150522
37356,100,20151216
37356,100,20150630
87496,94,20151230
87496,96,20150625
99107,100,20160121
84961,98,20151230
84961,94,20150629
84961,99,20150629
65669,100,20160223
65669,99,20150929
65669,97,20150303
67302,99,20160223
67302,99,20150929
67302,98,20150303
68558,97,20160223
68558,93,20160223
68558,93,20150929
68558,97,20150929
68558,98,20150303
82346,98,20150814
82346,92,20150803
82346,98,20150205
94470,99,20160126
94470,97,20150805
94470,98,20150220
94470,93,20150203
96334,97,20160304
96334,97,20150917
96334,100,20150326
98047,94,20150904
98047,99,20150904
98047,100,20150804
55114,97,20151119
55114,98,20150527
32022,94,20151229
32022,97,20150616
96605,91,20150629
93827,100,20160224
93827,99,20150729
97047,100,20151030
97047,100,20150327
75036,100,20151201
75036,97,20150622
75036,90,20150608
31044,100,20160108
31044,100,20150710
93771,100,20150923
93771,100,20150324
69420,100,20160113
69420,99,20150916
69420,100,20150205
35799,95,20160308
95479,100,20151215
95479,100,20150629
96279,100,20151119
96279,100,20151109
96279,100,20150324
96822,90,20160303
96822,95,20160303
96822,95,20150818
96822,70,20150805
76884,95,20160308
76884,94,20150925
76884,97,20150226
80751,98,20160325
80751,98,20151021
80751,96,20150414
86918,80,20151208
86918,89,20151208
86918,93,20150622
31592,96,20150911
32479,92,20151123
32479,97,20151123
32479,100,20150610
97621,99,20160210
97621,93,20160127
97621,100,20150805
81712,96,20151210
81712,98,20150630
67778,87,20160205
67778,96,20150917
67778,78,20150902
69603,99,20160203
69603,99,20150711
69603,100,20150210
74015,93,20151026
74015,85,20151012
74015,94,20150312
31012,87,20160308
31012,98,20150903
31012,95,20150818
31012,97,20150210
96866,100,20160108
96866,99,20150731
96866,80,20150720
96866,100,20150204
64268,100,20151208
64268,100,20150610
89752,96,20160224
89752,100,20160224
89752,100,20150824
89752,95,20150811
89752,96,20150212
62113,99,20151210
62113,98,20150618
81390,93,20151020
81390,97,20151020
81390,90,20150501
81390,94,20150501
72708,99,20151110
72708,100,20150609
96350,100,20151113
96350,99,20150529
76396,96,20151112
76396,93,20150225
76396,97,20150225
58718,100,20151106
58718,100,20150521
86708,97,20151007
86708,98,20150409
86714,100,20151222
86714,100,20150629
31624,100,20160316
31624,100,20151027
31624,100,20150318
87760,95,20160316
87760,100,20160316
87760,100,20151027
87760,100,20150318
35860,96,20160225
35860,99,20150713
98067,100,20150915
98067,100,20150805
83768,92,20160114
83768,97,20160114
83768,100,20150810
83768,100,20150312
42875,100,20151019
42875,98,20150318
90818,98,20151210
90818,99,20150710
90818,94,20150629
60888,99,20151120
60888,100,20150617
60888,89,20150604
31073,99,20160107
31073,99,20150625
31072,100,20160107
31072,100,20150625
31070,98,20160107
31070,93,20150625
31070,98,20150625
30942,97,20160112
30942,100,20150807
47556,100,20151207
47556,96,20150612
47556,87,20150601
51962,100,20160325
51962,100,20150904
75019,100,20151203
75019,100,20150625
43388,96,20151117
43388,95,20150602
35843,97,20151012
35843,99,20150402
31104,93,20151123
31104,99,20150518
32207,100,20151103
32207,100,20150519
46590,95,20160112
46590,99,20150805
50583,99,20151012
50583,92,20150430
50583,96,20150430
59209,100,20160219
59209,97,20150813
59209,99,20150310
79784,100,20151208
79784,99,20150624
89221,98,20151121
89221,100,20150926
89221,100,20150904
89403,100,20151230
89403,100,20150625
95814,99,20160205
95814,100,20150730
77652,100,20150929
77652,100,20150406
54104,98,20160324
54104,96,20151001
54104,100,20150319
87711,91,20151207
87711,99,20151207
87711,99,20150612
69007,100,20151116
69007,100,20150609
91424,99,20151209
91424,97,20150528
95028,99,20151210
95028,99,20150626
93629,100,20160222
93629,100,20150806
93629,100,20150203
59137,100,20151110
59137,100,20150529
90334,100,20160211
90334,100,20150820
90334,100,20150316
49093,98,20160322
49093,99,20150921
49093,97,20150323
98342,97,20151118
98342,100,20150820
76794,96,20151125
76794,98,20150622
45420,100,20151202
45420,100,20150612
31101,91,20151116
31101,91,20150429
31101,95,20150429
94359,96,20151027
94359,96,20150416
67306,98,20160211
67306,100,20150810
67306,100,20150209
30851,98,20151121
30851,96,20150926
30856,98,20151121
30856,100,20150926
30858,98,20151121
30858,100,20150926
34395,99,20151121
34395,100,20150926
31613,100,20151120
31613,100,20150421
31129,100,20160303
31129,100,20150914
31129,100,20150227
31127,100,20151201
31127,95,20150512
31127,99,20150512
64667,99,20151027
64667,99,20150507
30790,98,20151229
30790,88,20150625
30790,95,20150625
70021,100,20151104
70021,100,20150521
31133,100,20150918
31133,100,20150317
86549,100,20151111
86549,100,20150602
85020,100,20160225
85020,100,20150917
85020,100,20150316
64102,83,20151217
64102,93,20151217
64102,96,20150714
64102,85,20150629
48510,100,20151009
48510,100,20150430
44790,97,20151209
44790,98,20150619
31144,100,20160126
31144,100,20150824
31144,100,20150521
31144,100,20150206
94895,100,20150826
94895,100,20150227
63610,100,20151005
63610,100,20150406
65285,98,20151020
65285,90,20150413
65285,98,20150413
31637,100,20160316
31637,100,20151027
31637,98,20150318
32222,100,20151214
32222,100,20150515
32222,92,20150505
42487,100,20151105
42487,98,20150526
93421,98,20160113
93421,92,20151229
93421,98,20150630
59210,94,20160304
59210,98,20160304
59210,98,20150923
59210,97,20150323
66606,93,20150916
66606,95,20150226
48160,99,20151210
48160,95,20150608
62652,98,20160208
62652,99,20150722
75079,100,20151210
75079,100,20150618
84546,98,20160204
84546,95,20150717
84546,100,20150717
70989,100,20151201
70989,100,20150611
68357,100,20150827
68357,100,20150227
90207,100,20151020
90207,100,20150417
92948,100,20151028
92948,100,20150603
97492,100,20160113
97492,94,20151229
97492,100,20150513
74801,97,20151216
74801,99,20150630
32459,85,20160325
32459,99,20150914
96491,100,20151124
96491,100,20150501
31626,97,20160316
31626,99,20151027
31626,99,20150318
82657,100,20160316
82657,100,20151027
82657,100,20150318
82656,100,20160316
82656,100,20151027
82656,100,20150318
38434,94,20150610
38434,99,20150610
31187,88,20151027
31187,93,20151027
31187,92,20150429
31187,97,20150429
64695,90,20160229
64695,94,20160229
64695,100,20150728
64695,100,20150723
96281,95,20151110
96281,100,20151110
96281,100,20150722
96281,100,20150601
96281,98,20150416
63834,100,20151112
63834,100,20150527
32962,99,20151216
32962,98,20150629
30691,99,20151112
30691,99,20150331
33185,98,20160113
33185,99,20150721
92183,99,20160224
92183,96,20150807
92183,100,20150807
88877,100,20160316
88877,95,20160302
88877,98,20150312
68007,100,20151002
68007,100,20150409
55660,97,20160218
55660,100,20150727
33007,99,20160107
33007,87,20150707
33007,91,20150707
64988,100,20151026
64988,100,20150512
63381,100,20151027
63381,99,20150505
88808,97,20151118
88808,88,20150609
88808,96,20150609
71769,100,20160202
71769,100,20151208
71769,100,20150623
52854,100,20160204
68804,96,20151204
68804,98,20150602
57694,100,20151217
57694,83,20151209
57694,85,20150622
57694,93,20150622
31651,97,20151015
31651,98,20150311
62853,100,20150827
78765,100,20150804
78765,89,20150203
38575,97,20151217
38575,98,20150629
87249,98,20151217
87249,87,20151202
87249,94,20150611
31197,98,20160127
31197,98,20150804
31197,97,20150206
31198,95,20151123
31198,97,20150617
31284,91,20160212
31284,95,20160212
31284,96,20150720
31284,95,20150714
31287,99,20160321
31287,100,20150918
31287,100,20150212
64432,97,20160212
64432,98,20150902
64432,100,20150302
31770,95,20151015
31770,99,20151015
31770,99,20150421
98558,100,20151117
92623,100,20150911
92623,95,20150904
92623,90,20150828
92623,91,20150817
92623,99,20150227
91842,90,20160323
91842,94,20160323
91842,100,20150515
31295,96,20160321
31295,100,20160321
31295,100,20150313
90782,100,20151222
90782,100,20150618
31114,90,20160316
31114,94,20160316
31114,88,20160301
31114,99,20150408
94973,99,20160309
94973,99,20150828
94973,100,20150227
96932,100,20150916
96932,100,20150223
64591,100,20151120
64591,100,20150609
32443,100,20151125
32443,100,20150430
62083,99,20151109
62083,96,20150807
62083,92,20150612
32196,99,20151229
32196,98,20150624
31309,98,20151106
31309,100,20150603
79638,100,20160216
79638,100,20150729
81432,100,20160119
81432,100,20150717
97441,100,20160105
97441,98,20151214
97441,100,20150622
96983,98,20151105
96983,100,20150511
31350,98,20151230
31350,100,20150630
95454,100,20151027
95454,100,20150529
74525,99,20151026
74525,100,20150521
68322,74,20160315
68322,97,20150714
68322,100,20150714
36806,99,20150917
36806,96,20150325
98676,100,20151111
45280,96,20150914
45280,89,20150831
45280,97,20150303
77360,100,20151021
65316,96,20151202
65316,100,20150618
95369,97,20151105
95369,98,20150518
95369,90,20150505
31361,95,20151228
31361,97,20150707
31361,89,20150630
67893,96,20151223
67893,96,20150721
67893,91,20150623
94256,100,20151207
94256,91,20150615
31367,100,20150915
31367,84,20150903
31367,89,20150903
31367,96,20150311
78800,98,20160323
78800,95,20150924
78800,100,20150327
71881,98,20151215
71881,100,20150630
31369,96,20151215
31369,98,20150630
69226,97,20151130
69226,96,20150616
31465,94,20151215
31465,97,20151215
31465,99,20150407
31467,99,20150722
31467,100,20150602
75988,86,20160301
75988,96,20160301
75988,96,20150909
75988,98,20150220
78866,97,20160226
31469,99,20160224
31469,99,20150930
31469,100,20150227
31469,100,20150203
38744,97,20160325
38744,99,20160128
38744,98,20150720
36232,100,20151030
36232,97,20151023
36232,97,20151012
36232,97,20150428
36232,100,20150428
49479,100,20151119
49479,100,20150427
74274,92,20160225
74274,78,20160211
31476,100,20160301
31476,100,20150811
31476,100,20150428
81252,98,20151228
81252,95,20150625
81252,99,20150625
63380,97,20151215
90691,100,20150903
90691,96,20150311
90691,100,20150311
32485,90,20151202
32485,94,20151202
32485,95,20150630
94476,94,20151217
94476,98,20151217
94476,97,20150622
54852,97,20151214
54852,99,20150618
78254,99,20151029
78254,100,20150929
31486,100,20160204
31486,99,20150824
31486,100,20150225
99139,100,20160315
55701,100,20160315
55701,98,20160222
55701,97,20151021
55701,87,20151014
55701,86,20150930
55701,86,20150326
55701,95,20150320
31693,95,20151021
31693,95,20151007
31693,96,20150312
92381,95,20160218
92381,98,20150721
75702,95,20151217
75702,99,20151217
75702,100,20150701
75702,86,20150618
98977,95,20160229
98977,100,20160229
98977,100,20160128
31499,98,20160203
31499,100,20151012
31499,100,20150409
59138,100,20151027
59138,100,20150518
74601,97,20160217
74601,100,20150803
74601,100,20150202
88473,100,20160201
88473,98,20150813
94938,98,20160129
94938,93,20150806
94938,97,20150806
94938,100,20150202
97370,100,20151102
97370,100,20150506
30950,97,20151105
30950,98,20150507
64873,100,20151202
64873,86,20151118
64873,96,20150601
64873,92,20150522
80476,100,20151215
80476,91,20151201
80476,98,20150527
87515,94,20160324
87515,99,20160324
87515,98,20151221
87515,89,20151209
87515,98,20150629
89773,100,20151203
89773,100,20150612
89773,100,20150403
93836,98,20151030
93836,100,20150521
35840,100,20150813
35840,100,20150227
75992,98,20150921
75992,100,20150324
69163,93,20151102
69163,96,20150511
38962,97,20151130
38962,97,20150603
30792,94,20160310
30792,99,20160310
30792,95,20160226
30792,100,20160128
48396,96,20151118
48396,100,20150625
48396,82,20150612
32267,100,20151002
32267,100,20150413
31508,96,20160325
31508,96,20150818
31508,95,20150324
31508,92,20150317
31508,92,20150224
32511,97,20151111
32511,99,20150528
31519,100,20160202
31519,100,20150929
31519,100,20150211
74909,100,20160115
74909,98,20150709
95726,100,20160325
