business_id,score,date
95726,97,20151021
95726,98,20150415
76416,100,20160112
76416,100,20150723
93864,98,20160114
93864,99,20150710
62729,100,20160302
62729,98,20150903
62729,100,20150219
40751,99,20150813
40751,100,20150331
73839,100,20160210
73839,87,20150804
73839,96,20150804
90472,95,20160126
90472,95,20150819
90472,74,20150805
90472,90,20150220
90472,95,20150220
90472,90,20150203
64847,100,20160129
64847,98,20150727
64847,99,20150202
45109,100,20151208
45109,100,20150618
31625,100,20160316
31625,100,20151027
31625,100,20150318
31546,95,20160229
31546,92,20160212
31546,92,20150803
31546,97,20150803
31546,96,20150203
31547,91,20151125
31547,95,20151125
31547,95,20150609
31547,88,20150528
31549,96,20151110
31549,96,20150520
31582,95,20160223
31582,94,20150819
31582,100,20150302
31585,96,20160212
31585,96,20150821
31585,93,20150812
31585,98,20150210
33170,98,20151029
33170,98,20150520
62727,98,20160201
62727,97,20150713
96116,98,20151012
96116,100,20150428
30775,99,20151208
30775,94,20150609
30775,98,20150609
64768,99,20151117
64768,99,20150622
31617,100,20160321
31617,100,20150922
31617,88,20150326
31617,97,20150326
62191,100,20151208
62191,100,20150623
48565,100,20150917
48565,100,20150323
61674,98,20151027
61674,99,20150414
56507,100,20160301
56507,100,20150918
56507,100,20150309
80467,100,20160107
80467,100,20150715
68005,92,20151119
68005,96,20151119
68005,99,20150610
30573,100,20151124
30573,100,20150708
96054,100,20150916
96054,100,20150319
77853,97,20151111
77853,100,20150601
31554,99,20150922
31554,100,20150403
31553,99,20160226
31553,100,20150925
31553,100,20150403
31556,99,20151111
31556,100,20150528
52248,90,20151221
52248,94,20151221
52248,94,20150611
30845,100,20151121
30845,100,20150926
30853,98,20151121
30853,99,20150926
30844,98,20151121
30844,100,20150926
34387,100,20151121
34387,100,20150926
96278,100,20151119
96278,94,20150428
96278,99,20150428
96427,100,20151119
83492,89,20160126
83492,86,20150805
83492,93,20150220
83492,88,20150203
59139,94,20160128
59139,100,20150723
59139,90,20150717
59139,85,20150630
31564,97,20150915
31564,94,20150304
31564,99,20150304
31562,98,20151208
31562,94,20150611
50117,99,20151217
50117,97,20150630
31565,91,20151203
31565,98,20150624
31565,94,20150611
40343,94,20151215
40343,99,20151215
40343,100,20150622
33271,99,20151229
33271,100,20150630
44650,100,20160302
44650,100,20150924
44650,100,20150330
67895,96,20151006
67895,94,20150410
83293,90,20151218
83293,95,20151218
83293,97,20150617
79572,94,20151214
79572,96,20150520
31561,87,20160317
31561,97,20160317
31561,98,20150910
70142,97,20151210
70142,98,20150622
70142,100,20150513
66977,96,20160211
66977,91,20150817
66977,93,20150211
66977,97,20150211
66977,96,20150209
63153,85,20160318
63153,83,20150812
63153,92,20150812
63153,82,20150805
63153,85,20150730
63153,71,20150717
31132,95,20160324
31132,93,20151109
31132,94,20150325
59609,96,20160119
59609,89,20150722
59609,92,20150722
98745,100,20151113
63640,90,20160105
63640,98,20160105
63640,99,20150226
97091,96,20151215
97091,100,20150512
43559,100,20151117
43559,92,20150601
43559,97,20150601
98035,99,20160107
98035,100,20151211
88182,96,20151218
88182,98,20150609
88182,90,20150528
31007,96,20151215
31007,93,20150624
31595,95,20151228
31595,97,20150520
31597,100,20151202
31597,98,20150612
31600,100,20150925
31600,100,20150209
90689,100,20150925
90689,100,20150327
31602,100,20160308
31602,99,20150922
31602,100,20150329
31605,100,20160203
31605,100,20151008
31605,100,20150312
94230,100,20151105
94230,100,20150528
92801,100,20150722
96992,94,20151124
96992,98,20151124
96992,100,20150504
96992,100,20150401
96992,93,20150304
93445,99,20160324
93445,99,20151019
93445,95,20150330
69296,94,20150630
49170,100,20150922
49170,100,20150408
31652,99,20160303
31652,100,20150917
31652,100,20150210
76026,100,20151014
76026,100,20150504
31067,94,20151209
31067,93,20150529
31069,96,20151229
31069,96,20150630
31610,94,20151230
31610,86,20150629
31610,93,20150629
75308,91,20151209
75308,95,20151209
75308,91,20150616
75308,95,20150616
75979,98,20160217
75979,96,20150813
75979,98,20150227
31612,100,20160307
31612,100,20150916
31612,100,20150226
99386,96,20160321
31635,99,20160316
31635,97,20151027
31635,94,20150318
31635,98,20150318
31636,100,20160316
31636,98,20151027
31636,99,20150318
31636,100,20150318
31534,99,20151007
31534,99,20150409
51713,100,20160311
51713,96,20150924
51713,100,20150924
51713,96,20150326
63151,98,20151217
63151,100,20150619
31648,97,20150623
90416,100,20151002
90416,99,20150325
62815,97,20151002
62815,99,20150325
65010,100,20151002
65010,100,20150325
31619,100,20151002
31619,96,20150325
31619,100,20150325
31639,88,20151204
31639,93,20151204
31639,98,20150623
31640,100,20151228
31640,99,20150520
90339,95,20160226
90339,99,20160226
90339,99,20151027
90339,96,20150608
90339,100,20150608
69339,98,20150918
69339,99,20150302
72011,99,20160202
72011,100,20151110
72011,100,20150430
31641,100,20151013
31641,100,20150424
58584,99,20160317
58584,99,20151012
58584,99,20150310
31140,99,20151119
31140,98,20150618
86108,98,20160323
86108,99,20150319
62513,100,20151109
62513,97,20150520
31643,99,20160114
31643,100,20151014
31643,93,20150924
31643,91,20150224
31643,96,20150224
77815,98,20160301
77815,99,20150826
30883,100,20160211
30883,100,20150902
30883,98,20150206
31649,100,20160325
31649,100,20150925
93890,100,20160301
93890,100,20150718
93890,98,20150206
85076,100,20160108
85076,100,20150723
82073,100,20160322
82073,100,20150916
63161,92,20160315
63161,97,20160315
63161,98,20150929
63161,95,20150401
63161,99,20150401
66979,97,20160325
66979,93,20150902
66979,98,20150902
66979,92,20150226
66979,96,20150226
30874,100,20160314
30874,100,20151001
30874,100,20150401
72763,99,20160204
72763,97,20150810
54922,98,20151105
54922,99,20150520
96689,100,20151120
96689,96,20150604
96689,100,20150604
96773,98,20160113
96773,98,20150730
48865,100,20160105
48865,91,20150720
48865,96,20150720
62854,99,20160225
62854,100,20150909
62854,100,20150225
66936,96,20151113
66936,96,20150518
74414,96,20160202
74414,97,20150722
74414,96,20150213
31760,100,20160129
31760,98,20150811
75331,100,20160323
75331,100,20150911
75331,95,20150309
75331,100,20150309
98142,98,20160208
98142,100,20151016
98142,100,20150820
63097,89,20160112
63097,93,20160112
63097,84,20150729
63097,89,20150729
32481,100,20151203
32481,98,20150609
74940,100,20151120
74940,97,20150602
31711,99,20151027
31711,98,20150512
31701,96,20151105
31701,96,20150407
61454,97,20150618
31725,94,20160304
31725,65,20160222
31725,87,20151028
31725,92,20151028
31725,73,20151014
31725,81,20151014
31725,88,20150430
31725,93,20150430
45453,69,20150901
45453,87,20150901
45453,86,20150202
48874,98,20160309
48874,100,20160121
33179,100,20151218
33179,99,20150619
31736,99,20160316
31736,99,20150917
31736,98,20150304
32517,96,20160302
32517,96,20150826
32517,97,20150609
32517,96,20150226
94733,100,20160121
86979,100,20151120
86979,95,20150529
86979,100,20150529
96526,100,20160114
96526,96,20150728
50321,95,20151208
50321,96,20150623
50321,86,20150608
83433,100,20151113
83433,99,20150602
31628,96,20160316
31628,98,20151027
31628,99,20150318
30850,100,20151121
30850,99,20150926
30850,100,20150926
30850,100,20150903
31533,96,20151007
31533,99,20151007
31533,100,20150409
86711,99,20151007
86711,100,20150409
87028,97,20151214
87028,95,20150611
31744,97,20160324
31744,93,20160317
31744,97,20160317
31744,99,20150513
94829,99,20160309
94829,100,20150930
94829,100,20150331
64612,85,20151207
64612,94,20151207
64612,96,20150610
81350,100,20151215
81350,97,20150629
59830,99,20151210
59830,97,20150629
78857,92,20151105
78857,97,20151105
78857,93,20150611
78857,97,20150611
57693,99,20151202
57693,100,20150706
57693,91,20150616
74990,96,20150924
74990,94,20150325
74990,98,20150325
32973,96,20151023
32973,86,20150505
32973,94,20150505
32973,89,20150422
41125,99,20160203
41125,100,20150728
86726,91,20160104
86726,96,20160104
86726,98,20150721
77200,98,20160107
77200,99,20150722
63423,96,20160105
63423,96,20150715
88423,96,20151029
32261,100,20151228
32261,100,20150618
31761,100,20150924
31761,100,20150326
44287,98,20160325
44287,93,20150831
44287,97,20150831
44287,98,20150616
69424,99,20160322
69424,100,20150928
69424,100,20150415
63536,99,20160201
63536,100,20150910
41853,98,20160107
41853,96,20150707
57081,99,20160201
57081,98,20151012
57081,100,20150317
31763,100,20150928
31763,100,20150213
56509,93,20151112
56509,88,20150414
56509,92,20150414
31765,100,20160212
31765,100,20150825
31765,100,20150225
43424,100,20151218
43424,100,20150629
31768,100,20160106
31768,100,20150724
31769,100,20160323
31769,99,20150921
31769,100,20150326
90195,100,20160111
54985,100,20151222
54985,100,20150715
31771,98,20150917
31771,100,20150323
31774,77,20160303
31774,98,20150805
31776,91,20151104
31776,96,20151104
31776,95,20150529
31776,99,20150529
31778,99,20160126
31778,95,20160104
31778,100,20150804
31778,95,20150715
56836,99,20150929
56836,99,20150312
61196,95,20160205
61196,100,20150715
61196,100,20150206
62236,98,20151229
62236,100,20150629
63424,97,20160225
63424,92,20150721
64638,91,20160129
64638,96,20160129
64638,95,20150804
64638,99,20150804
71210,99,20160304
71210,100,20150827
71210,96,20150225
95900,99,20160204
95900,99,20150817
95900,99,20150206
96367,96,20151230
96367,98,20150623
31777,99,20160302
31777,93,20150826
31777,97,20150826
31777,98,20150210
31772,99,20160310
31772,93,20151028
31772,90,20150416
31772,94,20150416
42873,95,20151230
42873,96,20150626
31773,98,20150924
31773,100,20150403
31781,100,20160323
31781,100,20150922
31781,100,20150213
31973,100,20151105
31973,100,20150513
65872,100,20151012
65872,100,20150401
63204,100,20151207
63204,98,20150629
63445,100,20160223
63445,100,20150818
60843,100,20160303
60843,100,20150928
60843,100,20150528
60843,100,20150429
60843,97,20150303
60841,91,20160125
60841,95,20160125
60841,85,20150714
60841,91,20150714
69920,100,20151012
69920,99,20150416
92025,100,20160311
92022,98,20160311
31976,99,20151021
31976,98,20150318
79519,100,20160311
79519,97,20151102
79519,96,20150331
79519,100,20150331
92993,97,20151210
92993,98,20150617
45726,100,20151109
45726,98,20150617
85262,100,20151028
85262,96,20150615
97693,97,20151209
97693,100,20151209
97693,100,20150618
31193,95,20160201
31193,90,20150806
51398,99,20160222
51398,100,20150911
51398,100,20150312
31983,100,20160111
31983,100,20150922
31983,100,20150204
32018,90,20150930
32018,95,20150930
32018,100,20150813
88572,100,20160201
88572,100,20150723
60153,97,20160304
60153,100,20150916
60153,100,20150911
35891,95,20160302
35891,95,20151102
35891,91,20150910
35891,95,20150518
59335,100,20160322
59335,95,20160302
59335,99,20150911
72018,93,20160322
72018,97,20160322
72018,95,20151001
72018,95,20150325
72018,87,20150312
62328,100,20151102
62328,97,20151023
62328,94,20151009
62328,100,20150911
50438,96,20160304
50438,90,20160212
50438,93,20150904
50438,96,20150904
31497,100,20160217
31497,99,20151005
31497,96,20150922
31497,96,20150916
50631,92,20160325
50631,96,20150915
42078,100,20160314
42078,95,20151105
42078,90,20150917
42078,94,20150917
31473,90,20160314
31473,94,20160314
31473,96,20150915
62827,94,20160222
62827,96,20150914
32994,92,20160225
32994,97,20150909
62111,98,20160226
62111,100,20150904
46898,99,20160321
46898,81,20160308
46898,98,20150904
48825,100,20160223
48825,96,20150904
34103,100,20160225
34103,100,20160201
34103,97,20150910
64622,98,20160302
64622,98,20150904
32467,97,20160216
94143,98,20150917
94143,100,20150327
44452,96,20160216
44452,97,20150914
44452,84,20150831
44452,97,20150212
43115,100,20160211
43115,100,20150817
43115,100,20150226
76793,100,20151113
76793,99,20150601
80175,97,20151216
80175,99,20150624
84976,100,20151027
84976,100,20150529
89867,100,20160208
89867,95,20150717
89867,99,20150717
93419,99,20160107
93419,99,20150602
32011,99,20160128
32011,99,20150827
32011,100,20150507
30894,98,20150914
30894,90,20150901
86039,99,20151210
86039,97,20150629
71063,95,20151222
71063,90,20151210
71063,89,20150617
71063,92,20150309
71063,91,20150204
49749,98,20151123
49749,92,20150602
49749,97,20150602
71366,98,20151104
71366,100,20150902
35696,83,20160302
35696,92,20160302
35696,74,20160218
35696,96,20150826
35696,94,20150407
35696,96,20150407
35696,90,20150225
96066,100,20160209
96066,100,20151005
96066,96,20150922
96066,97,20150302
40798,98,20160126
40798,95,20160111
40798,99,20150918
94120,96,20151214
94120,93,20150602
87712,99,20151222
87712,97,20150528
44731,96,20151106
44731,97,20150610
47076,97,20151216
47076,94,20150623
47076,97,20150623
94390,100,20160208
94390,98,20150720
79974,96,20151116
79974,100,20151116
79974,100,20150515
71470,87,20160324
71470,90,20151014
71470,97,20150423
93683,100,20160217
93683,89,20160204
93683,90,20150806
93683,100,20150202
48520,96,20151230
78803,99,20151211
78803,99,20150602
68201,100,20160208
68201,100,20151026
68201,95,20151012
68201,100,20150513
68201,85,20150429
96525,100,20151118
96525,100,20150429
96561,100,20160304
96561,100,20150716
82212,100,20160317
82212,95,20150911
99159,100,20160212
87131,98,20160111
87131,96,20150727
97173,100,20151103
97173,98,20150518
31708,87,20160317
31708,96,20160317
31708,100,20150928
31708,99,20150310
36606,98,20160301
36606,100,20151002
91605,94,20160210
91605,99,20150812
91605,99,20150219
64920,96,20160322
64920,100,20160322
64920,100,20150818
64920,100,20150320
55166,100,20150403
32034,100,20160315
32034,100,20150819
37812,95,20160225
37812,100,20150909
37812,100,20150303
71495,100,20151015
71495,99,20150416
49234,98,20150925
49234,95,20150317
49234,99,20150317
62320,93,20151217
62320,95,20150629
32037,93,20160208
32037,93,20150918
32037,85,20150908
32037,89,20150826
32037,97,20150223
32038,97,20151104
32038,97,20150529
30812,100,20151218
30812,97,20150515
32040,100,20151030
32040,93,20150527
32040,86,20150513
61793,95,20151207
61793,94,20150629
31740,100,20160129
31740,98,20150805
31740,100,20150805
87961,99,20151028
87961,100,20151009
87961,100,20150415
32042,100,20160309
32042,100,20150903
32042,100,20150309
34288,100,20150922
34288,100,20150805
34288,100,20150205
30776,100,20160125
30776,100,20150730
34275,97,20160309
34275,99,20150924
34275,98,20150325
34275,92,20150312
86899,100,20160209
86899,98,20150810
86899,95,20150209
61335,98,20151204
61335,100,20150630
49212,99,20160307
49212,100,20150921
49212,100,20150226
74975,96,20160219
74975,100,20160219
74975,100,20150717
32046,100,20150706
49634,89,20151112
49634,94,20151112
49634,98,20150528
60694,98,20160216
60694,100,20160204
60694,100,20150901
94734,100,20160227
53663,100,20151217
53663,100,20150504
41646,98,20151203
41646,93,20150612
41646,98,20150612
66667,97,20150928
66667,89,20150519
66667,94,20150514
98344,100,20151113
98344,100,20150820
38324,100,20160115
38324,100,20150717
42658,94,20160307
42658,93,20160223
42658,97,20160223
42658,92,20150929
42658,96,20150929
42658,97,20150303
75859,100,20151204
75859,93,20150629
75859,98,20150629
32050,95,20151228
32050,99,20151228
32050,98,20150707
32050,90,20150623
31590,100,20151030
31590,100,20150508
97544,96,20151124
97544,96,20150528
80453,96,20160218
80453,98,20151006
80453,96,20150923
80453,100,20150302
85725,100,20151109
85725,100,20150331
75980,94,20150916
75980,95,20150224
88010,98,20151110
88010,100,20150722
88010,100,20150601
88010,100,20150416
87430,100,20151009
87430,100,20150424
76650,99,20151214
76650,96,20150630
97925,100,20160209
97925,100,20150728
41379,95,20150929
41379,99,20150929
41379,99,20150330
62657,96,20160112
62657,100,20150820
59875,99,20160217
59875,87,20160208
59875,99,20150924
59875,99,20150316
62733,98,20160106
62733,100,20150728
62733,93,20150713
49867,95,20151030
49867,100,20151030
49867,96,20150630
49867,91,20150617
46294,96,20151123
46294,98,20150528
43483,100,20160107
43483,95,20150730
32398,97,20160114
32398,98,20150713
44915,100,20160211
44915,100,20150903
44915,100,20150225
90382,100,20151104
90382,100,20150529
98750,100,20151123
31300,100,20151214
31300,99,20150508
32054,98,20151202
32054,98,20150615
49132,100,20151116
49132,100,20150527
82152,98,20160125
82152,90,20150804
82152,98,20150804
89322,98,20151021
89322,98,20150501
97766,100,20151204
97766,100,20150622
32470,94,20160202
32470,97,20150805
32470,94,20150209
82226,100,20151209
63726,97,20151203
63726,100,20150610
34281,96,20151123
34281,97,20150617
68008,95,20160301
68008,99,20150915
68008,97,20150304
57009,99,20160222
57009,95,20160204
57009,99,20151009
57009,89,20150929
57009,99,20150406
59336,98,20160224
59336,98,20150921
59336,99,20150326
64911,99,20151210
64911,96,20150602
66328,91,20160302
66328,95,20160302
66328,97,20150804
66328,87,20150720
64916,99,20151209
64916,100,20150616
32161,100,20150811
79541,100,20160126
79541,100,20150819
79541,92,20150805
79541,100,20150220
79541,93,20150203
31408,98,20160114
31408,96,20150713
96118,92,20160209
96118,96,20160209
96118,100,20150909
96118,98,20150304
30695,97,20160309
30695,98,20151120
30695,87,20151109
30695,98,20150603
68612,100,20151203
68612,96,20150601
95259,100,20151209
95259,95,20150608
32164,100,20160310
32164,100,20150917
32164,100,20150204
98555,100,20151117
98555,100,20151009
99219,98,20160317
99219,100,20160212
96645,91,20151218
96645,96,20151218
96645,94,20150630
96645,99,20150630
98645,100,20151012
43023,97,20151112
43023,97,20150514
95457,100,20151113
95457,100,20150528
93457,100,20160209
93457,100,20150915
93457,94,20150902
93457,98,20150304
67608,94,20160311
67608,97,20150925
67608,97,20150330
67608,91,20150316
32174,94,20151218
32174,91,20151207
32174,92,20150625
32182,96,20160113
32182,92,20150707
43813,97,20151125
43813,97,20150603
43813,95,20150528
43813,93,20150515
43813,97,20150515
44885,98,20150930
44885,100,20150406
68564,97,20160224
68564,88,20160208
68564,99,20151002
68564,98,20150413
68564,93,20150402
68564,97,20150402
43877,98,20151208
43877,95,20150622
54106,100,20160301
54106,96,20160211
54106,100,20150724
54106,97,20150204
88148,100,20151020
88148,100,20150414
98886,100,20151217
41508,99,20160307
41508,99,20150916
41508,98,20150302
36048,94,20150930
36048,95,20150330
53922,90,20151214
85934,100,20150804
78537,88,20151016
78537,92,20151016
78537,100,20150327
98609,100,20160314
98609,99,20151022
81615,91,20151117
81615,95,20151117
81615,95,20150604
96246,91,20151005
96246,96,20151005
96246,82,20150324
96246,87,20150324
72188,87,20160321
72188,96,20160321
72188,96,20150925
72188,96,20150319
31293,99,20160218
31293,91,20160216
31632,99,20160316
31632,100,20151027
31632,97,20150318
31630,100,20160316
31630,98,20151027
31630,99,20150318
66326,97,20160302
66326,98,20150827
66326,94,20150226
31232,97,20160317
31232,98,20150911
31232,99,20150309
31232,91,20150202
73821,97,20160219
73821,100,20150811
73821,95,20150312
73821,98,20150312
81053,95,20160224
81053,99,20150911
81053,95,20150204
81476,96,20151111
81476,88,20150521
81476,92,20150521
98871,92,20151229
98871,96,20151229
98871,89,20151218
98871,87,20151207
68382,100,20160115
68382,100,20150709
57232,100,20151014
57232,94,20150407
57232,99,20150407
82838,98,20151216
82838,98,20150602
32294,96,20151216
32294,90,20150415
32294,94,20150415
42004,99,20160324
42004,99,20150807
62842,90,20151201
62842,95,20151201
62842,96,20150630
32199,100,20151006
32199,99,20150501
48161,98,20160219
48161,100,20150713
79020,100,20160222
79020,100,20150811
79020,100,20150211
79179,99,20160212
79179,99,20150817
79179,99,20150316
42656,97,20160218
32201,98,20160205
36635,97,20160205
49868,98,20160208
49868,98,20160204
61341,93,20151210
61341,96,20150626
63058,97,20160204
63058,99,20150911
65709,99,20151204
65709,99,20150629
94633,98,20150918
94633,99,20150227
47516,90,20160318
47516,95,20160318
47516,92,20150904
47516,98,20150226
30862,99,20151121
30862,91,20150926
30862,95,20150926
30862,100,20150903
93651,99,20150930
93651,98,20150327
93651,87,20150316
77202,96,20150915
77202,100,20150304
31634,98,20160316
31634,100,20151027
31634,98,20150318
82658,100,20160316
82658,100,20151027
82658,100,20150318
82659,100,20160316
82659,100,20151027
82659,98,20150318
32211,98,20151001
32211,93,20150407
32211,98,20150407
61197,99,20150922
61197,98,20150327
32311,100,20151023
32311,73,20151009
32311,85,20151009
32311,97,20150402
64846,100,20160108
64846,94,20150720
44178,97,20160106
44178,100,20150730
44178,95,20150717
68739,96,20151216
68739,96,20150609
98556,100,20151118
98556,100,20151015
75216,90,20150921
75216,95,20150921
75216,90,20150325
75216,95,20150325
32219,97,20160216
32219,98,20150826
30982,98,20150728
30982,98,20150209
89979,94,20151207
89979,98,20151207
30891,100,20151202
30891,99,20150608
30868,94,20151104
30868,98,20150513
84947,89,20160203
84947,94,20160203
84947,88,20151214
84947,97,20150617
96277,100,20151120
96277,100,20150331
97052,100,20151209
97052,100,20150528
97052,100,20150409
68195,95,20151208
68195,98,20151208
68195,97,20150626
56865,100,20151030
56865,100,20150513
94860,100,20160210
94860,100,20150710
94860,100,20150210
58509,100,20160301
58509,100,20150921
58509,100,20150430
31695,100,20160226
31695,98,20150817
31695,100,20150318
30818,94,20160323
30818,95,20150818
30818,92,20150316
32224,100,20160108
32224,100,20150807
32224,100,20150205
43235,97,20160222
43235,96,20150729
43235,100,20150209
32230,100,20150921
31724,98,20151223
31724,99,20150626
83561,93,20151215
83561,96,20151215
83561,97,20150623
31023,100,20150925
31023,92,20150915
31023,96,20150915
31023,100,20150312
33076,94,20151218
33076,94,20150624
56945,94,20150915
56945,99,20150915
65100,100,20151021
65100,100,20150330
74859,98,20151106
74859,98,20150521
69006,99,20150910
95504,100,20150722
95504,94,20150709
32239,99,20160104
32239,98,20150710
32977,96,20160304
32977,98,20150709
45117,97,20151203
45117,98,20150624
76398,97,20151013
76398,93,20150501
76398,97,20150501
81811,100,20160302
81811,100,20150915
81811,100,20150312
43189,100,20151008
43189,88,20150414
43189,93,20150414
63963,96,20151210
63963,94,20150706
63963,93,20150622
93630,97,20151005
93630,98,20150420
80011,98,20151123
80011,97,20150602
67154,95,20160310
67154,99,20160310
67154,100,20150921
67154,100,20150325
33451,100,20151020
33451,90,20150601
33451,100,20150601
89799,100,20151202
89799,100,20150527
78680,99,20160316
78680,100,20150908
30890,97,20151201
30890,98,20150611
32246,100,20151202
32246,100,20150612
32242,100,20151202
32242,100,20150612
32244,100,20151021
32244,100,20150303
43118,100,20151007
43118,96,20150924
43118,100,20150324
65273,100,20150903
65273,100,20150205
60886,100,20151012
60886,99,20150415
62923,100,20151216
62923,98,20150630
86709,100,20151007
86709,100,20150409
69423,100,20151103
69423,100,20150513
33579,99,20160125
33579,99,20150812
33579,98,20150203
90674,98,20151228
90674,88,20151214
90674,96,20150618
57760,98,20151124
57760,97,20150527
49872,95,20151020
49872,97,20150423
72294,100,20160112
72294,100,20150716
81478,98,20151104
81478,100,20150630
31046,100,20151105
31046,100,20150501
31054,90,20160315
31054,95,20150930
31054,96,20150413
43814,100,20160302
43814,100,20150831
43814,98,20150309
32436,95,20160129
32436,97,20151008
32436,94,20150928
32436,96,20150303
88003,99,20150918
88003,99,20150302
32257,100,20160211
32257,94,20160128
32257,94,20160114
32257,96,20150727
32257,100,20150727
66576,98,20151013
66576,98,20150415
32258,91,20160222
32258,95,20160222
32258,91,20150716
32258,95,20150716
32258,98,20150612
75371,99,20151014
75371,100,20150504
69506,99,20151223
69506,100,20150630
32260,93,20160224
32260,98,20160224
32260,94,20150914
49085,100,20151013
49085,88,20150928
49085,98,20150403
64207,84,20160202
64207,93,20160202
64207,92,20150727
32264,97,20160216
32264,88,20160202
32264,93,20150805
32264,97,20150805
32264,98,20150203
84730,96,20151001
84730,91,20150423
84730,95,20150423
92547,98,20151103
92547,98,20150514
93540,100,20160324
93540,100,20150914
93540,100,20150317
86670,100,20160222
86670,100,20150720
78769,100,20151015
78769,100,20150511
77034,100,20150923
77034,100,20150324
80997,100,20151028
80997,98,20150630
80997,95,20150617
93456,94,20151210
93456,99,20151210
93456,99,20150629
92596,100,20151208
92596,100,20150612
67676,100,20160309
72129,98,20160210
72129,99,20150916
72129,100,20150203
54476,99,20151208
54476,95,20150528
54476,79,20150515
64780,96,20151109
64780,80,20150629
64780,89,20150629
78867,97,20151218
78867,88,20150617
98557,100,20151230
98557,100,20151130
83459,100,20151218
83459,100,20150629
85470,97,20160324
85470,91,20150928
85470,94,20150928
85470,95,20150330
50802,100,20150528
50802,99,20150415
50715,99,20150430
70144,99,20151217
70144,99,20151123
70144,99,20150616
32277,100,20160129
32277,100,20150825
32277,96,20150507
45061,99,20160205
45061,94,20150925
45061,98,20150925
45061,93,20150420
45061,97,20150420
32278,100,20160205
32278,100,20150826
53502,99,20150701
94405,100,20151009
94405,100,20150423
75634,100,20160325
75634,100,20150923
75634,100,20150311
32217,94,20151217
32217,100,20150714
32217,87,20150629
34104,99,20160203
34104,97,20150810
51188,93,20160211
51188,97,20160211
51188,97,20150923
51188,97,20150401
51188,88,20150319
51715,98,20160210
51715,95,20160125
51715,98,20150805
32284,97,20151112
32284,95,20150512
74523,98,20160317
74523,99,20150923
74523,88,20150814
74523,98,20150304
56948,98,20151029
56948,98,20150521
59244,100,20151116
59244,92,20151104
59244,98,20150602
32323,96,20151103
32323,99,20150505
32317,98,20151112
32317,96,20150429
32322,98,20151110
32322,100,20150511
34110,93,20160310
34110,96,20150831
34110,95,20150310
32321,100,20151012
32321,95,20150430
46766,98,20160325
46766,98,20151008
46766,98,20150417
32314,87,20160203
32314,96,20160203
32314,98,20150708
32315,96,20160128
32315,97,20150709
32316,98,20160107
32316,98,20150714
32324,96,20160317
32324,95,20150727
32324,92,20150713
40915,91,20160212
40915,96,20160212
40915,100,20150819
40915,91,20150804
32318,98,20160202
32318,97,20150813
32318,95,20150309
48258,100,20160203
48258,100,20150720
32285,99,20151222
32285,94,20150626
32285,98,20150626
32286,99,20150812
32286,99,20150626
72949,100,20160303
72949,100,20160114
72949,100,20150811
72949,99,20150304
72949,96,20150219
32289,98,20150929
32289,98,20150331
32292,98,20151102
32292,99,20150601
32292,86,20150515
35978,100,20160111
35978,100,20150923
35978,100,20150227
31365,99,20151216
31365,97,20150617
32295,99,20151207
32295,100,20150622
83259,96,20160205
83259,100,20160205
83259,100,20150817
83259,100,20150226
63115,93,20160303
63115,97,20160303
63115,100,20150923
63115,100,20150320
32299,96,20151124
32299,100,20151124
32299,96,20150824
32299,100,20150824
32299,100,20150205
96995,95,20151209
96995,100,20150309
31532,98,20151007
31532,100,20150409
63594,99,20151007
63594,100,20150407
31527,100,20151007
31527,100,20150409
31536,100,20151007
31536,98,20150409
31538,91,20151007
31538,100,20151007
31538,98,20150409
31537,100,20151007
31537,95,20150409
31537,99,20150409
32463,99,20151007
32463,100,20150409
31531,99,20151007
31531,97,20150409
61339,97,20151007
61339,98,20150409
31539,100,20151007
31539,100,20150409
31526,100,20151007
31526,100,20150409
31540,98,20151007
31540,100,20150409
31529,100,20151007
31529,100,20150409
31528,100,20151007
31528,100,20150409
31541,100,20151007
31541,100,20150409
31542,98,20151007
31542,100,20150409
75014,100,20160201
75014,96,20150708
76014,100,20160303
76014,100,20150826
76014,100,20150226
79540,100,20160210
79540,98,20150831
79540,95,20150817
79540,100,20150220
93177,100,20160127
93177,98,20150804
93177,100,20150219
68790,100,20160226
68790,100,20150917
72266,98,20151106
72266,98,20150330
76237,100,20151118
76237,100,20150807
76237,100,20150401
80355,94,20151110
80355,98,20151110
80355,100,20150722
80355,100,20150601
80355,99,20150417
76236,100,20160303
76236,99,20151002
76236,100,20150312
69125,94,20160222
69125,98,20160222
69125,98,20160115
74491,100,20150925
74491,100,20150403
75419,100,20160210
75419,95,20160128
75419,98,20150325
71970,99,20160106
71970,100,20150713
71970,100,20150209
71831,100,20160201
71831,100,20150810
71831,98,20150716
71831,100,20150219
71831,97,20150204
96721,97,20151013
96721,100,20150324
48277,96,20151028
48277,97,20150519
61137,97,20150618
31506,100,20160318
31506,97,20150929
31506,87,20150323
31506,92,20150323
32302,97,20151117
32302,98,20150522
32303,100,20160209
32303,99,20150917
32303,99,20150227
36200,94,20160216
36200,87,20150803
36200,97,20150803
36200,100,20150702
32171,100,20160106
32171,100,20150806
32171,100,20150202
41435,100,20160204
41435,100,20150714
43186,98,20151116
43186,88,20151105
43186,100,20150519
44250,100,20160224
44250,100,20150831
44250,100,20150304
44641,99,20151105
44641,100,20150512
46445,100,20160210
46445,99,20160125
